Symbol,P/E Ratio,P/B Ratio,ROE,Market Cap,1y Return,GICS Sector,GICS Sub-Industry
MMM,13.150728,14.841623,1.1329399,68892155904.0,0.4143388146977661,Industrials,Industrial Conglomerates
AOS,18.21636,5.2227855,0.29544002,10010455040.0,-0.12828278313387412,Industrials,Building Products
ABT,34.106384,4.890603,0.14840001,194623766528.0,0.04585700556400382,Health Care,Health Care Equipment
ABBV,59.832756,50.313507,0.56407,303453274112.0,0.11477543952971546,Health Care,Biotechnology
ACN,32.463726,8.208855,0.26674998,232293892096.0,0.0791370517278944,Information Technology,IT Consulting & Other Services
ADBE,36.16869,13.677375,0.35355,196789207040.0,-0.23540223878392347,Information Technology,Application Software
AMD,107.415924,3.4570363,0.03262,196976672768.0,-0.12770389811361224,Information Technology,Semiconductors
AES,8.572917,2.6680355,-0.02549,8777628672.0,-0.35400518069392595,Utilities,Independent Power Producers & Energy Traders
AFL,15.130758,2.2831326,0.16038,56569417728.0,0.26386995428518295,Financials,Life & Health Insurance
A,30.090296,6.492937,0.24658,38016225280.0,-0.02544228511914417,Health Care,Life Sciences Tools & Services
APD,17.10377,3.8550189,0.2258,65610702848.0,0.08927130067578987,Materials,Industrial Gases
ABNB,44.895832,9.718882,0.20873,80783015936.0,-0.11800820144265287,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
AKAM,28.218933,2.9967325,0.11541,14328651776.0,-0.19942926185959736,Information Technology,Internet Services & Infrastructure
ALB,,1.3331376,-0.17662,10672632832.0,-0.3825649084783918,Materials,Specialty Chemicals
ARE,60.109756,0.93205756,0.02132,17228038144.0,-0.2425080506117175,Real Estate,Office REITs
ALGN,36.48022,4.058582,0.11401,15986134016.0,-0.16027251727541364,Health Care,Health Care Supplies
ALLE,20.203077,7.266088,0.40822,11415556096.0,0.11742691520887254,Industrials,Building Products
LNT,22.856033,2.1631374,0.096540004,15072625664.0,0.16041096242432681,Utilities,Electric Utilities
ALL,12.339586,2.6782255,0.23783001,50516471808.0,0.37185393083355167,Financials,Property & Casualty Insurance
GOOGL,25.347479,7.4618354,0.32101002,2349323517952.0,0.441327196983593,Communication Services,Interactive Media & Services
GOOG,25.478807,7.5104437,0.32101002,2342871105536.0,0.4376121408159166,Communication Services,Interactive Media & Services
MO,8.967905,,,89977462784.0,0.27161677012186564,Consumer Staples,Tobacco
AMZN,48.21154,9.15149,0.22558,2372499668992.0,0.504500920492522,Consumer Discretionary,Broadline Retail
AMCR,17.915094,3.4998157,0.1958,13723503616.0,-0.010937551222739568,Materials,Paper & Plastic Packaging Products & Materials
AMTM,,,,4685996544.0,-0.3473398820908238,Industrials,Diversified Support Services
AEE,20.555294,1.9704523,0.09838,23318831104.0,0.21790041157034376,Utilities,Multi-Utilities
AEP,18.443548,1.8300028,0.10182,48719048704.0,0.11248935452244567,Utilities,Electric Utilities
AXP,21.712812,6.9877005,0.3469,207712632832.0,0.6334828780929141,Financials,Consumer Finance
AIG,14.214711,1.0005877,0.085,44599484416.0,0.08316918173157084,Financials,Multi-line Insurance
AMT,43.483173,23.211857,0.17691,84527906816.0,-0.14734855246844275,Real Estate,Telecom Tower REITs
AWK,24.71627,2.3429947,0.097040005,24277946368.0,-0.05449715601651447,Utilities,Water Utilities
AMP,20.222265,8.992413,0.56751,51282886656.0,0.39899424854513493,Financials,Asset Management & Custody Banks
AME,31.666958,4.4101195,0.14886,42117718016.0,0.11619567990984472,Industrials,Electrical Components & Equipment
AMGN,32.889668,18.412954,0.5572,138605576192.0,-0.06387729330532223,Health Care,Biotechnology
APH,40.197144,8.970288,0.25293,84808638464.0,0.41745775783711275,Information Technology,Electronic Components
ADI,63.935978,2.958788,0.04658,104078442496.0,0.04395659904631052,Information Technology,Semiconductors
ANSS,52.237423,5.0691605,0.10479999,29556011008.0,0.14385928635738152,Information Technology,Application Software
AON,30.316196,12.266912,0.82182,76512747520.0,0.1396772763333684,Financials,Insurance Brokers
APA,2.921875,1.4878843,0.6186,7609809920.0,-0.41793209946486326,Energy,Oil & Gas Exploration & Production
AAPL,41.399673,66.819756,1.5741299,3804798124032.0,0.27402944466567214,Information Technology,"Technology Hardware, Storage & Peripherals"
AMAT,18.99186,7.1469827,0.4391,132899168256.0,0.008521178813319383,Information Technology,Semiconductor Materials & Equipment
APTV,6.318486,1.5011773,0.24212,13335943168.0,-0.3493118845847553,Consumer Discretionary,Automotive Parts & Equipment
ACGL,5.9989934,1.5617465,0.30441,33630390272.0,0.21744762143072247,Financials,Property & Casualty Insurance
ADM,13.991573,1.0588635,0.1075,23835779072.0,-0.3424422260951681,Consumer Staples,Agricultural Products & Services
ANET,52.361294,3.726592,0.33833998,137861955584.0,0.857981220809309,Information Technology,Communications Equipment
AJG,53.40267,5.0389857,0.10321999,69902368768.0,0.2559130633205854,Financials,Insurance Brokers
AIZ,14.997141,2.051109,0.15215,10760608768.0,0.28489194797714273,Financials,Multi-line Insurance
T,18.329432,1.5803449,0.08759,161768341504.0,0.36472153288017256,Communication Services,Integrated Telecommunication Services
ATO,20.334553,1.7695737,0.090179995,21582727168.0,0.2095888771640234,Utilities,Gas Utilities
ADSK,58.134922,33.80249,0.57445997,63144132608.0,0.20929468042033875,Information Technology,Application Software
ADP,31.260427,22.279518,0.87263,119093567488.0,0.24833434878291705,Industrials,Human Resource & Employment Services
AZO,21.576796,,,54268059648.0,0.22840889951807297,Consumer Discretionary,Automotive Retail
AVB,30.157787,2.6384954,0.08808,31399528448.0,0.17491620416160755,Real Estate,Multi-Family Residential REITs
AVY,22.493397,6.296035,0.30241,15054504960.0,-0.05263425890565365,Materials,Paper & Plastic Packaging Products & Materials
AXON,160.41667,22.319649,0.16424,46972956672.0,1.4064380431338876,Industrials,Aerospace & Defense
BKR,17.90583,2.439516,0.14292,39511773184.0,0.18910059940046323,Energy,Oil & Gas Equipment & Services
BALL,23.184416,2.4982085,0.14048,16605198336.0,-0.0477049337229813,Materials,"Metal, Glass & Plastic Containers"
BAC,15.836956,1.2357582,0.08092,335381594112.0,0.30089288897254984,Financials,Diversified Banks
BAX,116.6404,1.8909346,0.01627,14888797184.0,-0.24650903457308362,Health Care,Health Care Equipment
BDX,38.160137,2.5036325,0.05633,64763322368.0,-0.05489217673671014,Health Care,Health Care Equipment
BRK.B,,,,,,Financials,Multi-Sector Holdings
BBY,14.542808,5.991957,0.4241,18157694976.0,0.0984221500308797,Consumer Discretionary,Computer & Electronics Retail
TECH,74.936844,5.2886114,0.07287,11311521792.0,-0.06316614761548534,Health Care,Life Sciences Tools & Services
BIIB,13.332128,1.3121004,0.1047,21467324416.0,-0.4062789488365366,Health Care,Biotechnology
BLK,25.255987,3.6760962,0.1505,158459805696.0,0.24923076326884921,Financials,Asset Management & Custody Banks
BX,59.127586,18.789173,0.22041,207972532224.0,0.32542326422274415,Financials,Asset Management & Custody Banks
BK,17.18121,1.4831696,0.08563,55839592448.0,0.48750729155391465,Financials,Asset Management & Custody Banks
BA,,,,133815771136.0,-0.32320728708107616,Industrials,Aerospace & Defense
BKNG,33.7808,,,165256462336.0,0.43517325316010497,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
BWA,7.856436,1.1276112,0.15923999,6941537792.0,-0.08950088309255291,Consumer Discretionary,Automotive Parts & Equipment
BSX,73.264465,6.3078127,0.08916,130655035392.0,0.5884250016934084,Health Care,Health Care Equipment
BMY,,6.6639066,-0.3133,114247385088.0,0.10689727857439911,Health Care,Pharmaceuticals
AVGO,169.63847,3.7238479,0.12509,1030003032064.0,0.9793934626567965,Information Technology,Semiconductors
BR,38.780273,11.876125,0.31812,26200668160.0,0.15690319430443547,Industrials,Data Processing & Outsourced Services
BRO,27.888283,4.5285606,0.18144,29267802112.0,0.4732977785470259,Financials,Insurance Brokers
BF.B,,,,,,Consumer Staples,Distillers & Vintners
BLDR,14.436951,3.8380978,0.27435,16996903936.0,-0.09119434229509059,Industrials,Building Products
BG,9.925221,1.0788434,0.10922,10934191104.0,-0.2526245612624806,Consumer Staples,Agricultural Products & Services
BXP,32.35648,2.041418,0.058280002,13125735424.0,0.04200365296530495,Real Estate,Office REITs
CHRW,36.73387,7.643523,0.22818,12548748288.0,0.2496868759860061,Industrials,Air Freight & Logistics
CDNS,79.80789,18.226456,0.27072,83175743488.0,0.11693430054757879,Information Technology,Application Software
CZR,,1.7079258,-0.063769996,7152034816.0,-0.29802292080107845,Consumer Discretionary,Casinos & Gaming
CPT,36.154575,2.797959,0.07229,12226709504.0,0.15826179024846923,Real Estate,Multi-Family Residential REITs
CPB,22.778688,3.274034,0.15203,12426674176.0,-0.05002278125328451,Consumer Staples,Packaged Foods & Meats
COF,16.644949,1.1578658,0.07479,67248771072.0,0.35926907948831754,Financials,Consumer Finance
CAH,22.371155,,,28153024512.0,0.15762766746954107,Health Care,Health Care Distributors
KMX,32.011276,2.1403615,0.06853,13191779328.0,0.1392829001826298,Consumer Discretionary,Automotive Retail
CCL,21.431625,3.6956525,0.20120001,33646888960.0,0.3473938710669263,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
CARR,39.664703,4.120127,0.13931,60500017152.0,0.17617300107341172,Industrials,Building Products
CAT,16.865831,9.042463,0.53475,175397142528.0,0.27140064730504593,Industrials,Construction Machinery & Heavy Transportation Equipment
CBOE,26.918938,4.9146833,0.19518,20684384256.0,0.12879921327968,Financials,Financial Exchanges & Data
CBRE,41.177994,4.4032254,0.11434,38937726976.0,0.39640028565014923,Real Estate,Real Estate Services
CDW,21.15127,9.809911,0.53360003,23056990208.0,-0.22493661993925876,Information Technology,Technology Distributors
CE,6.7166333,1.0129786,0.15095,7371454464.0,-0.5563487002724096,Materials,Specialty Chemicals
COR,29.92374,56.293663,2.0911798,43608801280.0,0.12626664971668833,Health Care,Health Care Distributors
CNC,10.187823,1.1018492,0.11559,29780723712.0,-0.20523446150784463,Health Care,Managed Health Care
CNP,21.156668,1.963192,0.09573,20682555392.0,0.09961884751204023,Utilities,Multi-Utilities
CF,13.396196,2.837053,0.1792,14709910528.0,0.10873558693352069,Materials,Fertilizers & Agricultural Chemicals
CRL,22.855312,2.4719133,0.11924,9349870592.0,-0.20782244827640006,Health Care,Life Sciences Tools & Services
SCHW,29.121096,3.5870664,0.12111,136468250624.0,0.05029585131000825,Financials,Investment Banking & Brokerage
CHTR,11.089912,3.570175,0.32965,50331713536.0,-0.06827574274596038,Communication Services,Cable & Satellite
CVX,15.562021,1.6310589,0.103520006,252764569600.0,-0.05075327433064134,Energy,Integrated Oil & Gas
CMG,57.148148,23.290565,0.45673,84099055616.0,0.3585915579292882,Consumer Discretionary,Restaurants
CB,11.252973,1.682204,0.16125,110634270720.0,0.24714855419043621,Financials,Property & Casualty Insurance
CHD,47.430492,6.1774325,0.13338,25913438208.0,0.15595624746520662,Consumer Staples,Household Products
CI,25.860794,1.8132503,0.07606,75960803328.0,-0.05993116579039372,Health Care,Health Care Services
CINF,7.342322,1.6186578,0.25135002,22346012672.0,0.39495508536576013,Financials,Property & Casualty Insurance
CTAS,46.667507,18.579021,0.40462002,74719207424.0,0.3264126075155903,Industrials,Diversified Support Services
CSCO,24.813305,5.0947304,0.20761,230263259136.0,0.15931421425687103,Information Technology,Communications Equipment
C,19.672365,0.6775786,0.03874,130591514624.0,0.3857114291479913,Financials,Diversified Banks
CFG,16.809805,0.8362924,0.05426,18890649600.0,0.27726459846277707,Financials,Regional Banks
CLX,56.6493,336.39172,2.08451,20194869248.0,0.14967225485349048,Consumer Staples,Household Products
CME,25.22187,3.0565538,0.12297,86436421632.0,0.160257367423721,Financials,Financial Exchanges & Data
CMS,18.851429,2.4996214,0.11501,19713835008.0,0.13797868019763526,Utilities,Multi-Utilities
KO,26.101658,10.223468,0.3723,270982152192.0,0.07330891406241964,Consumer Staples,Soft Drinks & Non-alcoholic Beverages
CTSH,17.597345,2.7298625,0.16478,39437840384.0,0.04424317746611144,Information Technology,IT Consulting & Other Services
CL,26.758621,175.0376,4.87923,76080070656.0,0.20966483094073166,Consumer Staples,Household Products
CMCSA,10.11,1.6767142,0.16884,143526248448.0,-0.1567423788599904,Communication Services,Cable & Satellite
CAG,26.382353,1.4770294,0.05605,12843416576.0,-0.08250937888131303,Consumer Staples,Packaged Foods & Meats
COP,11.368919,2.211352,0.20376,123974795264.0,-0.16317445688855922,Energy,Oil & Gas Exploration & Production
ED,16.880638,1.4189669,0.08582,31113658368.0,-0.0005008143540288766,Utilities,Multi-Utilities
STZ,72.99361,5.2682915,0.07111,41487183872.0,-0.03379009247357637,Consumer Staples,Distillers & Vintners
CEG,25.13271,5.6823955,0.22846001,71374995456.0,0.9217263312088816,Utilities,Electric Utilities
COO,46.90306,2.3095667,0.0465,18347665408.0,0.012444903253735,Health Care,Health Care Supplies
CPRT,41.16783,7.5348773,0.20129,56722890752.0,0.2036393194754764,Industrials,Diversified Support Services
GLW,248.73683,3.4648092,0.019299999,40464437248.0,0.551542998752897,Information Technology,Electronic Components
CPAY,24.376873,7.7076893,0.32836,23807698944.0,0.23101322146084416,Financials,Transaction & Payment Processing Services
CTVA,59.145832,1.5818799,0.02704,39024496640.0,0.21976368871971463,Materials,Fertilizers & Agricultural Chemicals
CSGP,167.32144,3.8416336,0.02386,28809938944.0,-0.19749912332096908,Real Estate,Real Estate Services
COST,56.584217,18.023561,0.30267,426539483136.0,0.4583649207850172,Consumer Staples,Consumer Staples Merchandise Retail
CTRA,14.424242,1.3439494,0.095979996,17527390208.0,-0.05292478981783947,Energy,Oil & Gas Exploration & Production
CRWD,680.46155,37.144657,0.07334,87154688000.0,0.36050451632722197,Information Technology,Systems Software
CCI,32.620567,7.5556464,0.20527,39978672128.0,-0.1847748949910224,Real Estate,Telecom Tower REITs
CSX,16.962765,4.756152,0.29458,61497311232.0,-0.06205884148092831,Industrials,Rail Transportation
CMI,23.201427,4.708663,0.19375,48569806848.0,0.46587920456936077,Industrials,Construction Machinery & Heavy Transportation Equipment
CVS,11.119289,0.7353879,0.06697,55130943488.0,-0.3916431735369998,Health Care,Health Care Services
DHR,42.93207,3.203345,0.07586,164346445824.0,0.0013642457616619141,Health Care,Life Sciences Tools & Services
DRI,21.16051,10.086971,0.48619,21531875328.0,0.12776167028752614,Consumer Discretionary,Restaurants
DVA,15.932651,31.592949,0.44884,12127657984.0,0.39894968598859454,Health Care,Health Care Services
DAY,216.94118,4.553649,0.02194,11631951872.0,0.07820491430677012,Industrials,Human Resource & Employment Services
DECK,36.06979,13.958362,0.4357,31015634944.0,0.742903445221782,Consumer Discretionary,Footwear
DE,16.65371,5.0578947,0.35481,115781926912.0,0.10429451489880989,Industrials,Agricultural & Farm Machinery
DELL,20.095745,,,79390023680.0,0.5825187376622885,Information Technology,"Technology Hardware, Storage & Peripherals"
DAL,8.310679,2.8151278,0.4067,38665236480.0,0.4152101547709348,Industrials,Passenger Airlines
DVN,5.711111,1.4213291,0.26279,20258795520.0,-0.3126810589096563,Energy,Oil & Gas Exploration & Production
DXCM,45.59485,14.847345,0.32061002,29385048064.0,-0.38631616799380836,Health Care,Health Care Equipment
FANG,8.949192,1.2123013,0.122650005,45258293248.0,0.012344062321952974,Energy,Oil & Gas Exploration & Production
DLR,143.93951,2.882882,0.01956,60347383808.0,0.3504199370738013,Real Estate,Data Center REITs
DFS,13.751207,2.4836762,0.20263,42880585728.0,0.6107704918646174,Financials,Consumer Finance
DG,12.178219,2.401953,0.20882,16230539264.0,-0.4322202994493429,Consumer Staples,Consumer Staples Merchandise Retail
DLTR,,2.061917,-0.12983,14880698368.0,-0.47098846999637456,Consumer Staples,Consumer Staples Merchandise Retail
D,19.664207,1.7096567,0.085030004,44764131328.0,0.09921620088095272,Utilities,Multi-Utilities
DPZ,26.025011,,,14630766592.0,0.05908563367706581,Consumer Discretionary,Restaurants
DOV,17.269754,4.5780463,0.2911,26085687296.0,0.24927728779329936,Industrials,Industrial Machinery & Supplies & Components
DOW,26.32,1.5094627,0.05863,27639633920.0,-0.27212392476916475,Materials,Commodity Chemicals
DHI,9.6336355,1.7671757,0.19631,44290445312.0,-0.08034106661486547,Consumer Discretionary,Homebuilding
DTE,16.045393,2.1155736,0.13638,24523864064.0,0.07747952021313988,Utilities,Multi-Utilities
DUK,19.280071,1.7214626,0.088369995,82956836864.0,0.11135260728624173,Utilities,Electric Utilities
DD,60.414066,1.3347026,0.02187,32320460800.0,0.05598795966370656,Materials,Specialty Chemicals
EMN,12.185134,1.8627275,0.15925,10536619008.0,0.0274793591550146,Materials,Specialty Chemicals
ETN,35.925903,6.966386,0.20079,133176467456.0,0.4194220131986177,Industrials,Electrical Components & Equipment
EBAY,16.204031,5.720765,0.35851002,30814070784.0,0.5355688768946482,Consumer Discretionary,Broadline Retail
ECL,33.227783,10.099501,0.25164,67085066240.0,0.20395413399353948,Materials,Specialty Chemicals
EIX,22.944445,2.1672006,0.07411,30379661312.0,0.12019982586901577,Utilities,Electric Utilities
EW,28.20174,4.513254,0.19139,43080466432.0,-0.05016252395843141,Health Care,Health Care Equipment
EA,38.602566,5.347945,0.13962,39485198336.0,0.08441980167201507,Communication Services,Interactive Home Entertainment
ELV,13.245359,1.9277537,0.15504,84385185792.0,-0.22330612487660823,Health Care,Managed Health Care
EMR,43.825623,3.245487,0.05933,70137741312.0,0.28750652965289963,Industrials,Electrical Components & Equipment
ENPH,145.58696,9.712835,0.06312,9048116224.0,-0.45957067293206283,Information Technology,Semiconductor Materials & Equipment
ETR,18.116714,1.0619956,0.11951,31929511936.0,0.47620348067690155,Utilities,Electric Utilities
EOG,9.585149,2.2677538,0.24908,66796560384.0,-0.01123968418333973,Energy,Oil & Gas Exploration & Production
EPAM,32.074677,3.9406922,0.13094,14008768512.0,-0.15728324314575443,Information Technology,IT Consulting & Other Services
EQT,57.353333,1.261326,0.018229999,25666363392.0,0.11901667342310045,Energy,Oil & Gas Exploration & Production
EFX,56.534523,6.4067035,0.11927,31463974912.0,0.037775919884746864,Industrials,Research & Consulting Services
EQIX,83.73561,6.611989,0.08267,89844023296.0,0.1585234310973191,Real Estate,Data Center REITs
EQR,29.936708,2.4837217,0.08361,27748046848.0,0.1572336545265635,Real Estate,Multi-Family Residential REITs
ERIE,38.263107,10.969586,0.31418,21368266752.0,0.2603706629541952,Financials,Insurance Brokers
ESS,33.299953,3.367411,0.10176,18961963008.0,0.16233763280893224,Real Estate,Multi-Family Residential REITs
EL,132.40178,5.2354894,0.03857,26616422400.0,-0.48381372209606305,Consumer Staples,Personal Care Products
EG,5.4618506,0.981555,0.20858,15044658176.0,-0.016934393975194955,Financials,Reinsurance
EVRG,16.443243,1.3956369,0.08733,13991739392.0,0.17542507970440221,Utilities,Electric Utilities
ES,,1.3663741,-0.03491,20698048512.0,-0.0862180207484483,Utilities,Electric Utilities
EXC,15.27572,1.4010719,0.0933,37299290112.0,0.045928350981368174,Utilities,Electric Utilities
EXPE,23.39323,17.509016,0.38564998,23058642944.0,0.23063221386426963,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
EXPD,22.214424,6.768427,0.30290002,15951665152.0,-0.08429086477304007,Industrials,Air Freight & Logistics
EXR,38.62,2.1912303,0.05568,31942744064.0,-0.05792622797622079,Real Estate,Self-Storage REITs
XOM,13.231632,1.7386111,0.14513999,466978308096.0,0.05302277892185088,Energy,Integrated Oil & Gas
FFIV,26.362684,4.6689067,0.19117,14741647360.0,0.415944189358124,Information Technology,Communications Equipment
FDS,35.30554,9.745789,0.30411,18656299008.0,0.07471116790712228,Financials,Financial Exchanges & Data
FICO,100.98488,,,50429370368.0,0.8332771844629773,Information Technology,Application Software
FAST,37.20398,11.90954,0.32698002,42840416256.0,0.16552360522166387,Industrials,Trading Companies & Distributors
FRT,32.354652,3.2033389,0.09324,9526456320.0,0.05878995570495001,Real Estate,Retail REITs
FDX,16.966665,2.4710958,0.1507,67154620416.0,-0.02285905292769225,Industrials,Air Freight & Logistics
FIS,83.33897,2.6492364,0.03034,43519889408.0,0.36069346457792567,Financials,Transaction & Payment Processing Services
FITB,14.21,1.5443414,0.119160004,28585248768.0,0.21695696698996308,Financials,Regional Banks
FSLR,15.574506,2.549274,0.17964001,19358228480.0,0.07203420458393316,Information Technology,Semiconductors
FE,25.467741,1.8306822,0.083050005,22750111744.0,0.06746887406083193,Utilities,Electric Utilities
FI,39.433525,4.2036724,0.10618,116434960384.0,0.538681393236138,Financials,Transaction & Payment Processing Services
FMC,4.011485,1.3248084,0.38454,6104480768.0,-0.1782893143153586,Materials,Fertilizers & Agricultural Chemicals
F,11.090909,0.87533635,0.0799,38789070848.0,-0.18801997860342098,Consumer Discretionary,Automobile Manufacturers
FTNT,47.660805,79.97049,3.1152499,72694235136.0,0.6400656790187303,Information Technology,Systems Software
FTV,29.332,2.4101098,0.08615,25441769472.0,0.01734184195679993,Industrials,Industrial Machinery & Supplies & Components
FOXA,12.007335,1.9939909,0.17711,21744533504.0,0.6490933337142053,Communication Services,Broadcasting
FOX,11.300734,1.8766495,0.17711,21754415104.0,0.6716094704655166,Communication Services,Broadcasting
BEN,23.729412,0.84432167,0.04321,10562383872.0,-0.31371213014049615,Financials,Asset Management & Custody Banks
FCX,27.822464,3.1440387,0.16870001,55170928640.0,-0.07481926607798381,Materials,Copper
GRMN,26.101522,5.2645316,0.21909,39495700480.0,0.6306984631303286,Consumer Discretionary,Consumer Electronics
IT,35.745937,35.23331,1.30419,37333004288.0,0.08905986538948159,Information Technology,IT Consulting & Other Services
GE,32.48515,9.444332,0.22552,178252857344.0,0.6746631515645741,Industrials,Aerospace & Defense
GEHC,21.278082,4.2661357,0.21853,35483041792.0,0.035395263347346155,Health Care,Health Care Equipment
GEV,78.849525,9.642267,,91722153984.0,1.3429445508171274,Industrials,Heavy Electrical Equipment
GEN,27.9798,8.132708,0.2766,17071399936.0,0.19499570311715728,Information Technology,Systems Software
GNRC,33.060417,3.9185617,0.123780005,9441627136.0,0.23773492029809204,Industrials,Electrical Components & Equipment
GD,19.751335,3.0943334,0.16952999,71200473088.0,0.025301917689301574,Industrials,Aerospace & Defense
GIS,14.09674,3.8582141,0.24168,35807408128.0,-0.005749769901582918,Consumer Staples,Packaged Foods & Meats
GM,5.4247603,0.78823316,0.14167,55892668416.0,0.39910445896798186,Consumer Discretionary,Automobile Manufacturers
GPC,14.9213915,3.4288845,0.24416,16098978816.0,-0.16330658699180234,Consumer Discretionary,Distributors
GILD,1009.55554,6.12801,0.00561,113236090880.0,0.1310842591718465,Health Care,Biotechnology
GPN,20.963207,1.2390846,0.06064,28275668992.0,-0.13321103365980969,Financials,Transaction & Payment Processing Services
GL,8.972881,1.9236568,0.23546,8888107008.0,-0.13170415668726365,Financials,Life & Health Insurance
GDDY,16.294306,79.93312,,28526049280.0,0.9336695746169729,Information Technology,Internet Services & Infrastructure
GS,16.400927,1.7081223,0.1017,175663923200.0,0.4706567370453281,Financials,Investment Banking & Brokerage
HAL,9.104896,2.2205167,0.26293,22876192768.0,-0.2730317940429806,Energy,Oil & Gas Equipment & Services
HIG,10.813252,1.8784337,0.19740999,31221260288.0,0.34894791944184633,Financials,Property & Casualty Insurance
HAS,,6.246218,-0.36224997,8040850944.0,0.14410673580268973,Consumer Discretionary,Leisure Products
HCA,13.432165,,11.954511,75735801856.0,0.10581006620662879,Health Care,Health Care Facilities
DOC,40.867344,1.6356285,0.04085,14006345728.0,0.024296695652513262,Real Estate,Health Care REITs
HSIC,28.331964,2.4698987,0.06334,8619197440.0,-0.06770066310395043,Health Care,Health Care Distributors
HSY,19.504602,8.156248,0.43405998,34298161152.0,-0.06722255872189949,Consumer Staples,Packaged Foods & Meats
HES,15.002336,3.6488252,0.2885,39614734336.0,-0.11091897668510643,Energy,Integrated Oil & Gas
HPE,10.875648,1.2344154,0.086660005,27224029184.0,0.2553828129857137,Information Technology,"Technology Hardware, Storage & Peripherals"
HLT,52.707268,,,60133212160.0,0.39180727932848586,Consumer Discretionary,"Hotels, Resorts & Cruise Lines"
HOLX,21.503012,3.253281,0.13846,16201317376.0,0.00577621884086307,Health Care,Health Care Equipment
HD,26.46884,66.77273,4.04933,387298328576.0,0.10137284273481638,Consumer Discretionary,Home Improvement Retail
HON,26.205305,8.487746,0.31865,147736117248.0,0.11701083464078303,Industrials,Industrial Conglomerates
HRL,21.585033,2.2116122,0.10005,17420181504.0,0.02091375869130845,Consumer Staples,Packaged Foods & Meats
HST,17.237864,1.8490938,0.105229996,12579932160.0,-0.07284597835781761,Real Estate,Hotel & Resort REITs
HWM,42.27308,10.060412,0.25719,44652146688.0,1.0816288873156474,Industrials,Aerospace & Defense
HPQ,11.626334,,,30637858816.0,0.06140342560550417,Information Technology,"Technology Hardware, Storage & Peripherals"
HUBB,30.475557,7.076809,0.25344,22751729664.0,0.30263042155201436,Industrials,Industrial Machinery & Supplies & Components
HUM,20.339573,1.5978853,0.078379996,28066781184.0,-0.494882522268025,Health Care,Managed Health Care
HBAN,15.606797,1.282307,0.08545,23353921536.0,0.2500000926977393,Financials,Regional Banks
HII,10.669305,1.7571267,0.17666,7385264128.0,-0.25561032056214933,Industrials,Aerospace & Defense
IBM,32.603085,8.471376,0.26729,207104950272.0,0.3806521973249385,Information Technology,IT Consulting & Other Services
IEX,32.87461,4.220809,0.13592,16081355776.0,0.0048260656930016925,Industrials,Industrial Machinery & Supplies & Components
IDXX,39.79117,20.881134,0.59424,33723281408.0,-0.23884416627344882,Health Care,Health Care Equipment
